surname,variant,variant_source,country,country_source,attested_by,phonetic_skeleton
GLISZIŃSKI,GLISZIŃSKA,grammar,PL,register,pesel,glsnsk
GLISZTA,GLISZTY,grammar,PL,register,pesel,glst
GLISZTY,GLISZTA,grammar,,,,glst
GLISZYC,,,PL,register,pesel,glsc
GLIT,,,PL,register,pesel,glt
GLITA,GLITY,grammar,PL,register,pesel,glt
GLITY,GLITA,grammar,,,,glt
GLIWA,GLIWY,grammar,PL,register,pesel,glv
GLIWA-GLIWIŃSKA,GLIWA-GLIWIŃSKI,grammar,PL,register,pesel,glvglvns
GLIWA-GLIWIŃSKI,GLIWA-GLIWIŃSKA,grammar,,,,glvglvns
GLIWIAK,,,PL,register,pesel,glvk
GLIWIC-FALKOWSKA,GLIWIC-FALKOWSKI,grammar,PL,register,pesel,glvcflkv
GLIWIC-FALKOWSKI,GLIWIC-FALKOWSKA,grammar,,,,glvcflkv
GLIWICKA,GLIWICKI,grammar,PL,register,pesel,glvk
GLIWICKI,GLIWICKA,grammar,PL,register,pesel,glvk
GLIWICKI-GWIAZDOWSKI,,,PL,register,pesel,glvkgvzd
GLIWICZ,,,PL,register,pesel,glvc
GLIWIŃSKA,GLIWIŃSKI,grammar,PL,register,pesel,glvnsk
GLIWIŃSKA,GLIWINSKI,grammar,PL,register,pesel,glvnsk
GLIWIŃSKI,GLIWIŃSKA,grammar,PL,register,pesel,glvnsk
GLIWIŃSKI,GLIWINSKA,grammar,PL,register,pesel,glvnsk
GLIWIŃSKI-JOKIEL,,,PL,register,pesel,glvnskkl
GLIWKA,GLIWKY,grammar,PL,register,pesel,glvk
GLIWKY,GLIWKA,grammar,,,,glvk
GLIWNA,GLIWNY,grammar,PL,register,pesel,glvn
GLIWNIK,,,PL,register,pesel,glvnk
GLIWNY,GLIWNA,grammar,PL,register,pesel,glvn
GLIWSKA,GLIWSKI,grammar,PL,register,pesel,glvsk
GLIWSKI,GLIWSKA,grammar,PL,register,pesel,glvsk
GLIWY,GLIWA,grammar,,,,glv
GLIXELLI,,,PL,register,pesel,glksl
GLIŹDZIŃSKA,GLIŹDZIŃSKI,grammar,PL,register,pesel,glzdznsk
GLIŹDZIŃSKI,GLIŹDZIŃSKA,grammar,PL,register,pesel,glzdznsk
GLIZIA,GLIZIY,grammar,PL,register,pesel,glz
GLIZICKA,GLIZICKI,grammar,PL,register,pesel,glzk
GLIZICKI,GLIZICKA,grammar,PL,register,pesel,glzk
GLIZIY,GLIZIA,grammar,,,,glz
GLIZNER,,,PL,register,pesel,glznr
GLIŹNIEWICZ,,,PL,register,pesel,glznvc
GLIŹNIK,,,PL,register,pesel,glznk
GLLOBOÇISHTA,GLLOBOÇISHTY,grammar,PL,register,pesel,glbssht
GLLOBOÇISHTY,GLLOBOÇISHTA,grammar,,,,glbssht
GLOBA,GLOBY,grammar,PL,register,pesel,glb
GLOBISCH,,,PL,register,pesel,glbs
GLOBISZ,,,PL,register,pesel,glbs
GLOBKE,,,PL,register,pesel,glbk
GLOBY,GLOBA,grammar,,,,glb
GLOC,,,PL,register,pesel,glc
GLOCH,,,PL,register,pesel,glc
GLOCHOWSKA,GLOCHOWSKI,grammar,PL,register,pesel,glcvsk
GLOCHOWSKI,GLOCHOWSKA,grammar,PL,register,pesel,glcvsk
GLOCK,,,PL,register,pesel,glk
GLOCKENTIN,,,PL,register,pesel,glkntn
GLÖCKNER,,,PL,register,pesel,glknr
GLOD,,,PL,register,pesel,gld
GLODDE,,,PL,register,pesel,gld
GLODEK,,,PL,register,pesel,gldk
GLODI,,,PL,register,pesel,gld
GLODNY,,,PL,register,pesel,gldn
GLODT,,,PL,register,pesel,gldt
GLOEH,,,PL,register,pesel,glh
GLOGAR,,,PL,register,pesel,glgr
GLOGASA,GLOGASY,grammar,PL,register,pesel,glgs
GLOGASY,GLOGASA,grammar,,,,glgs
GLOGAZA,GLOGAZY,grammar,PL,register,pesel,glgz
GLOGAZY,GLOGAZA,grammar,,,,glgz
GLOGER,,,PL,register,pesel,glr
GLOGER-MARSZAŁKIEWICZ,,,PL,register,pesel,glrmrskv
GLÖGGLER,,,PL,register,pesel,glglr
GLOGIER,,,PL,register,pesel,glr
GLOGIER-OSIŃSKI,,,PL,register,pesel,glrsnsk
GLOGOWSKA,GLOGOWSKI,grammar,PL,register,pesel,glgvsk
GLOGOWSKI,GLOGOWSKA,grammar,PL,register,pesel,glgvsk
GLOGOWSZEK,,,PL,register,pesel,glgvsk
GLOGUS,,,PL,register,pesel,glgs
GLOHS,,,PL,register,pesel,glhs
GLOK,,,PL,register,pesel,glk
GLOKMAN,,,PL,register,pesel,glkmn
GLOKSIN,,,PL,register,pesel,glksn
GLOMB,,,PL,register,pesel,glmb
GLOMBA,GLOMBY,grammar,PL,register,pesel,glmb
GLOMBEK,,,PL,register,pesel,glmbk
GLOMBICA,GLOMBICY,grammar,PL,register,pesel,glmbc
GLOMBICY,GLOMBICA,grammar,,,,glmbc
GLOMBIK,,,PL,register,pesel,glmbk
GLOMBIN,,,PL,register,pesel,glmbn
GLOMBINSKA,GLOMBINSKI,grammar,PL,register,pesel,glmbnsk
GLOMBINSKI,GLOMBINSKA,grammar,PL,register,pesel,glmbnsk
GLOMBITZA,GLOMBITZY,grammar,PL,register,pesel,glmbtz
GLOMBITZY,GLOMBITZA,grammar,,,,glmbtz
GLOMBY,GLOMBA,grammar,,,,glmb
GLOMM,,,PL,register,pesel,glm
GLOMSKA,GLOMSKI,grammar,PL,register,pesel,glmsk
GLOMSKI,GLOMSKA,grammar,PL,register,pesel,glmsk
GLON,,,PL,register,pesel,gln
GLONDALSKA,GLONDALSKI,grammar,PL,register,pesel,glndlsk
GLONDALSKI,GLONDALSKA,grammar,PL,register,pesel,glndlsk
GLONDAŁA,GLONDAŁY,grammar,PL,register,pesel,glnd
GLONDAŁY,GLONDAŁA,grammar,,,,glnd
GLONDYS,,,PL,register,pesel,glnds
GLONEK,,,PL,register,pesel,glnk
GLONKA,GLONKY,grammar,PL,register,pesel,glnk
GLONKE,,,PL,register,pesel,glnk
GLONKOWSKA,GLONKOWSKI,grammar,PL,register,pesel,glnkvsk
GLONKOWSKI,GLONKOWSKA,grammar,PL,register,pesel,glnkvsk
GLONKY,GLONKA,grammar,,,,glnk
GLOŃSKA,GLOŃSKI,grammar,PL,register,pesel,glnsk
GLOŃSKI,GLOŃSKA,grammar,PL,register,pesel,glnsk
GLONTI,,,PL,register,pesel,glnt
GLOOR,,,PL,register,pesel,glr
GLOR,,,PL,register,pesel,glr
GLÓRA,GLÓRY,grammar,PL,register,pesel,glr
GLORMES,,,PL,register,pesel,glrms
GLÓRY,GLÓRA,grammar,,,,glr
GLOS,,,PL,register,pesel,gls
GLOS-KRAWCZYK,,,PL,register,pesel,glskrvck
GLOSA,GLOSY,grammar,PL,register,pesel,gls
Gloser,Glaser,curated,PL,register,pesel,glsr
Gloser,Gleser,sounds,PL,register,pesel,glsr
Gloser,Glasser,sounds,PL,register,pesel,glsr
Gloser,Gallacher,sounds,PL,register,pesel,glsr
GLOSEROVÁ,,,PL,register,pesel,glsrv
GLOSNEK,,,PL,register,pesel,glsnk
GLOSOWIC,,,PL,register,pesel,glsvc
GLOSOWITZ,,,PL,register,pesel,glsvtz
GLOSS,,,PL,register,pesel,gls
GLOSSOP,,,PL,register,pesel,glsp
GLOSY,GLOSA,grammar,,,,gls
GLOSZ,,,PL,register,pesel,gls
GLOSZKO,,,PL,register,pesel,glsk
GLOT,,,PL,register,pesel,glt
GLOTH,,,PL,register,pesel,glt
GLOVER,,,PL,register,pesel,glvr
GLOWA,GLOWY,grammar,PL,register,pesel,glv
GLOWACKA,GLOWACKI,grammar,PL,register,pesel,glvk
GLOWACKI,GLOWACKA,grammar,PL,register,pesel,glvk
GLOWACZ,,,PL,register,pesel,glvc
GLOWALA,GLOWALY,grammar,PL,register,pesel,glvl
GLOWALLA,GLOWALLY,grammar,PL,register,pesel,glvl
GLOWALLY,GLOWALLA,grammar,,,,glvl
GLOWALY,GLOWALA,grammar,,,,glvl
GLOWANIA,GLOWANIY,grammar,PL,register,pesel,glvn
GLOWANIY,GLOWANIA,grammar,,,,glvn
GLOWIENKA,GLOWIENKY,grammar,PL,register,pesel,glvnk
GLOWIENKE,,,PL,register,pesel,glvnk
GLOWIENKO,,,PL,register,pesel,glvnk
GLOWIENKY,GLOWIENKA,grammar,,,,glvnk
GLOWIK,,,PL,register,pesel,glvk
GLOWKA,GLOWKY,grammar,PL,register,pesel,glvk
GLOWKY,GLOWKA,grammar,,,,glvk
GLOWY,GLOWA,grammar,,,,glv
GLOZA,GLOZY,grammar,PL,register,pesel,glz
GLOZICKA,GLOZICKI,grammar,PL,register,pesel,glzk
GLOZICKI,GLOZICKA,grammar,,,,glzk
GLOZY,GLOZA,grammar,,,,glz
GLUBA,GLUBY,grammar,PL,register,pesel,glb
GLÜBER,,,PL,register,pesel,glbr
GLUBIAK,,,PL,register,pesel,glbk
GLUBIŃSKA,GLUBIŃSKI,grammar,PL,register,pesel,glbnsk
GLUBIŃSKI,GLUBIŃSKA,grammar,PL,register,pesel,glbnsk
GLUBKA,GLUBKY,grammar,PL,register,pesel,glbk
GLUBKY,GLUBKA,grammar,,,,glbk
GLUBOWSKA,GLUBOWSKI,grammar,PL,register,pesel,glbvsk
GLUBOWSKI,GLUBOWSKA,grammar,PL,register,pesel,glbvsk
GLUBS,,,PL,register,pesel,glbs
GLUBY,GLUBA,grammar,,,,glb
GLUC,,,PL,register,pesel,glc
GLUCH,,,PL,register,pesel,glc
Glück,Glick,curated,PL,register,pesel,glk
Glück,Glickman,curated,PL,register,pesel,glk
Glück,Golik,sounds,PL,register,pesel,glk
GLÜCKLICH,,,PL,register,pesel,glklc
GLÜCKSMAN,,,PL,register,pesel,glksmn
Glucksmann,Glickman,curated,,,,glksmn
GLUCZ,,,PL,register,pesel,glc
GLUCZKIEWICZ,,,PL,register,pesel,glkvc
GLUECK,,,PL,register,pesel,glk
GLUECKLICH,,,PL,register,pesel,glklc
GLUEKLICH,,,PL,register,pesel,glklc
GLUG,,,PL,register,pesel,glg
GLUGLA,GLUGLY,grammar,PL,register,pesel,glgl
GLUGLA-STANIEWSKA,GLUGLA-STANIEWSKI,grammar,PL,register,pesel,glglstnv
GLUGLA-STANIEWSKI,GLUGLA-STANIEWSKA,grammar,,,,glglstnv
GLUGLY,GLUGLA,grammar,,,,glgl
GLÜKLICH,,,PL,register,pesel,glklc
GLUMA,GLUMY,grammar,PL,register,pesel,glm
GLUMAC,,,PL,register,pesel,glmc
GLUMBEK,,,PL,register,pesel,glmbk
GLUMIAK,,,PL,register,pesel,glmk
GLUMIŃSKA,GLUMIŃSKI,grammar,PL,register,pesel,glmnsk
GLUMIŃSKA,GLUMINSKI,grammar,PL,register,pesel,glmnsk
GLUMIŃSKI,GLUMIŃSKA,grammar,PL,register,pesel,glmnsk
GLUMIŃSKI,GLUMINSKA,grammar,PL,register,pesel,glmnsk
GLUMY,GLUMA,grammar,,,,glm
GLUPS,,,PL,register,pesel,glps
GLURA,GLURY,grammar,PL,register,pesel,glr
GLURA-KARASIEWICZ,,,PL,register,pesel,glrkrsvc
GLURY,GLURA,grammar,,,,glr
Glushko,Hlushko,curated,,,,glshk
GLÜSING,,,PL,register,pesel,glsng
GLUSKA,GLUSKI,grammar,PL,register,pesel,glsk
GLUSKI,GLUSKA,grammar,,,,glsk
Gluško,Hlushko,curated,,,,glsk
GLUSMAN,,,PL,register,pesel,glsmn
GLUSZKIEWICZ,,,PL,register,pesel,glskvc
GLUSZKOWSKA,GLUSZKOWSKI,grammar,PL,register,pesel,glskvsk
GLUSZKOWSKI,GLUSZKOWSKA,grammar,,,,glskvsk
GLUTH,,,PL,register,pesel,glt
GLUTH-NOWOWIEJSKA,GLUTH-NOWOWIEJSKI,grammar,PL,register,pesel,gltnvvsk
GLUTH-NOWOWIEJSKI,GLUTH-NOWOWIEJSKA,grammar,PL,register,pesel,gltnvvsk
GLUZ,,,PL,register,pesel,glz
GLUZA,GLUZY,grammar,PL,register,pesel,glz
GLUZA-CZYCZERSKA,GLUZA-CZYCZERSKI,grammar,PL,register,pesel,glzcsrsk
GLUZA-CZYCZERSKI,GLUZA-CZYCZERSKA,grammar,,,,glzcsrsk
GLUZEK,,,PL,register,pesel,glzk
GLUZICKA,GLUZICKI,grammar,PL,register,pesel,glzk
GLUZICKI,GLUZICKA,grammar,PL,register,pesel,glzk
GLUZIŃSKA,GLUZIŃSKI,grammar,PL,register,pesel,glznsk
GLUZIŃSKI,GLUZIŃSKA,grammar,PL,register,pesel,glznsk
GLUZMAN,,,PL,register,pesel,glzmn
GLUŹNIEWICZ,,,PL,register,pesel,glznvc
GLUZY,GLUZA,grammar,,,,glz
GLYEBOV,,,PL,register,pesel,glbv
GLYNN,,,PL,register,pesel,gln
GLYSZ,,,PL,register,pesel,gls
GMACH,,,PL,register,pesel,gmc
GMACHOWSKA,GMACHOWSKI,grammar,PL,register,pesel,gmcvsk
GMACHOWSKI,GMACHOWSKA,grammar,PL,register,pesel,gmcvsk
GMAJ,,,PL,register,pesel,gm
GMEINER,,,PL,register,pesel,gmnr
GMER,,,PL,register,pesel,gmr
GMERCIŃSKA,GMERCIŃSKI,grammar,PL,register,pesel,gmrsnsk
GMERCIŃSKI,GMERCIŃSKA,grammar,,,,gmrsnsk
GMERCZYŃSKA,GMERCZYŃSKI,grammar,PL,register,pesel,gmrcnsk
GMERCZYŃSKI,GMERCZYŃSKA,grammar,PL,register,pesel,gmrcnsk
GMEREK,,,PL,register,pesel,gmrk
GMERNICKA,GMERNICKI,grammar,PL,register,pesel,gmrnk
GMERNICKI,GMERNICKA,grammar,PL,register,pesel,gmrnk
GMERSKA,GMERSKI,grammar,PL,register,pesel,gmrsk
GMERSKI,GMERSKA,grammar,PL,register,pesel,gmrsk
GMIĄT,,,PL,register,pesel,gmt
GMIEREK,,,PL,register,pesel,gmrk
GMIŃSKA,GMIŃSKI,grammar,PL,register,pesel,gmnsk
GMIŃSKA,GMINSKI,grammar,PL,register,pesel,gmnsk
GMIŃSKI,GMIŃSKA,grammar,PL,register,pesel,gmnsk
GMIŃSKI,GMINSKA,grammar,PL,register,pesel,gmnsk
GMITER,,,PL,register,pesel,gmtr
GMITERCZUK,,,PL,register,pesel,gmtrck
GMITEREK,,,PL,register,pesel,gmtrk
GMITRACH,,,PL,register,pesel,gmtrc
GMITRASIUK,,,PL,register,pesel,gmtrsk
GMITREK,,,PL,register,pesel,gmtrk
GMITROWICZ,,,PL,register,pesel,gmtrvc
GMITROWSKA,GMITROWSKI,grammar,PL,register,pesel,gmtrvsk
GMITROWSKI,GMITROWSKA,grammar,PL,register,pesel,gmtrvsk
GMITRUCH,,,PL,register,pesel,gmtrc
GMITRUCZUK,,,PL,register,pesel,gmtrck
GMITRUK,,,PL,register,pesel,gmtrk
GMITRUK-SAWA,GMITRUK-SAWY,grammar,PL,register,pesel,gmtrksv
GMITRUK-SAWY,GMITRUK-SAWA,grammar,,,,gmtrksv
GMITRZAK,,,PL,register,pesel,gmtrzk
GMITRZUK,,,PL,register,pesel,gmtrzk
GMITRZYK,,,PL,register,pesel,gmtrzk
GMOCH,,,PL,register,pesel,gmc
GMOCHOWSKA,GMOCHOWSKI,grammar,PL,register,pesel,gmcvsk
GMOCHOWSKI,GMOCHOWSKA,grammar,PL,register,pesel,gmcvsk
GMÓRSKA,GMÓRSKI,grammar,PL,register,pesel,gmrsk
GMÓRSKI,GMÓRSKA,grammar,PL,register,pesel,gmrsk
GMOSIŃSKA,GMOSIŃSKI,grammar,PL,register,pesel,gmsnsk
GMOSIŃSKI,GMOSIŃSKA,grammar,PL,register,pesel,gmsnsk
GMUR,,,PL,register,pesel,gmr
GMURA,GMURY,grammar,PL,register,pesel,gmr
GMURCZAK,,,PL,register,pesel,gmrck
GMURCZYK,,,PL,register,pesel,gmrck
GMUREK,,,PL,register,pesel,gmrk
GMURKOWSKA,GMURKOWSKI,grammar,PL,register,pesel,gmrkvsk
GMURKOWSKI,GMURKOWSKA,grammar,PL,register,pesel,gmrkvsk
GMUROWSKA,GMUROWSKI,grammar,PL,register,pesel,gmrvsk
GMUROWSKI,GMUROWSKA,grammar,PL,register,pesel,gmrvsk
GMURSKA,GMURSKI,grammar,PL,register,pesel,gmrsk
GMURSKI,GMURSKA,grammar,PL,register,pesel,gmrsk
GMURY,GMURA,grammar,,,,gmr
GMURZYŃSKA,GMURZYŃSKI,grammar,PL,register,pesel,gmrznsk
GMURZYŃSKI,GMURZYŃSKA,grammar,PL,register,pesel,gmrznsk
GMUZDEK,,,PL,register,pesel,gmzdk
GMYR,,,PL,register,pesel,gmr
GMYRA,GMYRY,grammar,PL,register,pesel,gmr
GMYREK,,,PL,register,pesel,gmrk
GMYRY,GMYRA,grammar,,,,gmr
GMYS,,,PL,register,pesel,gms
GMYTRASIEWICZ,,,PL,register,pesel,gmtrsvc
GMYTRASZ,,,PL,register,pesel,gmtrs
GMYTRYK,,,PL,register,pesel,gmtrk
GMYZ,,,PL,register,pesel,gmz
GMYZO,,,PL,register,pesel,gmz
GNABASIK,,,PL,register,pesel,gnbsk
GNABEL,,,PL,register,pesel,gnbl
GNACEK,,,PL,register,pesel,gnsk
GNACH,,,PL,register,pesel,gnc
GNACIEWICZ,,,PL,register,pesel,gnsvc
GNACIK,,,PL,register,pesel,gnsk
GNACIKOWSKA,GNACIKOWSKI,grammar,PL,register,pesel,gnskvsk
GNACIKOWSKI,GNACIKOWSKA,grammar,PL,register,pesel,gnskvsk
GNACIŃSKA,GNACIŃSKI,grammar,PL,register,pesel,gnsnsk
GNACIŃSKA,GNACINSKI,grammar,PL,register,pesel,gnsnsk
GNACIŃSKI,GNACIŃSKA,grammar,PL,register,pesel,gnsnsk
GNACIŃSKI,GNACINSKA,grammar,PL,register,pesel,gnsnsk
GNACIUK,,,PL,register,pesel,gnsk
GNACY,,,PL,register,pesel,gnc
GNACYK,,,PL,register,pesel,gnck
GNACZINSKA,GNACZINSKI,grammar,PL,register,pesel,gnsnsk
GNACZINSKI,GNACZINSKA,grammar,PL,register,pesel,gnsnsk
GNACZY,,,PL,register,pesel,gnc
GNACZYŃSKA,GNACZYŃSKI,grammar,PL,register,pesel,gncnsk
GNACZYŃSKA,GNACZYNSKI,grammar,PL,register,pesel,gncnsk
GNACZYŃSKI,GNACZYŃSKA,grammar,PL,register,pesel,gncnsk
GNACZYŃSKI,GNACZYNSKA,grammar,PL,register,pesel,gncnsk
GNADCZYŃSKA,GNADCZYŃSKI,grammar,PL,register,pesel,gndcnsk
GNADCZYŃSKI,GNADCZYŃSKA,grammar,PL,register,pesel,gndcnsk
GNADKIEWICZ,,,PL,register,pesel,gndkvc
GNADOWICZ,,,PL,register,pesel,gndvc
GNADT,,,PL,register,pesel,gndt
GNAJCZAK,,,PL,register,pesel,gnck
GNAJDA,,,PL,register,pesel,gnd
GNAJEWSKI,,,PL,register,pesel,gnvsk
GNALICKA,GNALICKI,grammar,PL,register,pesel,gnlk
GNALICKI,GNALICKA,grammar,PL,register,pesel,gnlk
GNAP,,,PL,register,pesel,gnp
GNAPOWSKA,GNAPOWSKI,grammar,PL,register,pesel,gnpvsk
GNAPOWSKI,GNAPOWSKA,grammar,PL,register,pesel,gnpvsk
GNAPP,,,PL,register,pesel,gnp
GNAROWSKA,GNAROWSKI,grammar,PL,register,pesel,gnrvsk
GNAROWSKI,GNAROWSKA,grammar,PL,register,pesel,gnrvsk
GNAŚ,,,PL,register,pesel,gns
GNASIUK,,,PL,register,pesel,gnsk
GNASS,,,PL,register,pesel,gns
GNAT,,,PL,register,pesel,gnt
GNAT-WIETESKA,GNAT-WIETESKI,grammar,PL,register,pesel,gntvtsk
GNAT-WIETESKI,GNAT-WIETESKA,grammar,,,,gntvtsk
GNATCZUK,,,PL,register,pesel,gntck
GNATEK,,,PL,register,pesel,gntk
GNATIUK,,,PL,register,pesel,gntk
GNATKIEWICZ,,,PL,register,pesel,gntkvc
GNATKOWICZ,,,PL,register,pesel,gntkvc
GNATKOWSKA,GNATKOWSKI,grammar,PL,register,pesel,gntkvsk
GNATKOWSKI,GNATKOWSKA,grammar,PL,register,pesel,gntkvsk
GNATNER,,,PL,register,pesel,gntnr
GNATOŃSKA,GNATOŃSKI,grammar,PL,register,pesel,gntnsk
GNATOŃSKI,GNATOŃSKA,grammar,PL,register,pesel,gntnsk
GNATOWICZ,,,PL,register,pesel,gntvc
GNATOWSKA,GNATOWSKI,grammar,PL,register,pesel,gntvsk
GNATOWSKI,GNATOWSKA,grammar,PL,register,pesel,gntvsk
GNATOWSKY,,,PL,register,pesel,gntvsk
GNATY,,,PL,register,pesel,gnt
GNATYK,,,PL,register,pesel,gntk
GNATYNA,GNATYNY,grammar,PL,register,pesel,gntn
GNATYNY,GNATYNA,grammar,,,,gntn
GNATYSZYN,,,PL,register,pesel,gntsn
GNATYUK,,,PL,register,pesel,gntk
GNATZY,,,PL,register,pesel,gntz
GNAWALI,,,PL,register,pesel,gnvl
GNEBA,GNEBY,grammar,PL,register,pesel,gnb
GNEBY,GNEBA,grammar,,,,gnb
GNECH,,,PL,register,pesel,gnc
GNEGNE,,,PL,register,pesel,gngn
GNEITING,,,PL,register,pesel,gntng
GNELA,GNELY,grammar,PL,register,pesel,gnl
GNELY,GNELA,grammar,,,,gnl
GNERICH,,,PL,register,pesel,gnrc
GNEROWICZ,,,PL,register,pesel,gnrvc
GNES,,,PL,register,pesel,gns
GNESNER,,,PL,register,pesel,gnsnr
GNETNER,,,PL,register,pesel,gntnr
GNEZA,GNEZY,grammar,PL,register,pesel,gnz
GNEZNER,,,PL,register,pesel,gnznr
GNEZY,GNEZA,grammar,,,,gnz
GNIADA,GNIADY,grammar,PL,register,pesel,gnd
GNIADECKA,GNIADECKI,grammar,PL,register,pesel,gndk
GNIADECKI,GNIADECKA,grammar,PL,register,pesel,gndk
GNIADEK,,,PL,register,pesel,gndk
GNIADEK-PIĄTKOWSKA,GNIADEK-PIĄTKOWSKI,grammar,PL,register,pesel,gndkptkv
GNIADEK-PIĄTKOWSKI,GNIADEK-PIĄTKOWSKA,grammar,,,,gndkptkv
GNIADKIEWICZ,,,PL,register,pesel,gndkvc
GNIADKO,,,PL,register,pesel,gndk
GNIADKOWSKA,GNIADKOWSKI,grammar,PL,register,pesel,gndkvsk
GNIADKOWSKI,GNIADKOWSKA,grammar,PL,register,pesel,gndkvsk
GNIADO,,,PL,register,pesel,gnd
GNIADO-TUTAKIEWICZ,,,PL,register,pesel,gndttkvc
GNIADOWICZ,,,PL,register,pesel,gndvc
GNIADY,GNIADA,grammar,PL,register,pesel,gnd
GNIADZIK,,,PL,register,pesel,gndzk
GNIATCZYK,,,PL,register,pesel,gntck
GNIATEK,,,PL,register,pesel,gntk
GNIATKIEWICZ,,,PL,register,pesel,gntkvc
GNIATKOWSKA,GNIATKOWSKI,grammar,PL,register,pesel,gntkvsk
GNIATKOWSKI,GNIATKOWSKA,grammar,PL,register,pesel,gntkvsk
GNIAŹ,,,PL,register,pesel,gnz
GNIAZDEK,,,PL,register,pesel,gnzdk
GNIAZDO,,,PL,register,pesel,gnzd
GNIAZDOWSKA,GNIAZDOWSKI,grammar,PL,register,pesel,gnzdvsk
GNIAZDOWSKI,GNIAZDOWSKA,grammar,PL,register,pesel,gnzdvsk
GNIAŹDZIŃSKA,GNIAŹDZIŃSKI,grammar,PL,register,pesel,gnzdznsk
GNIAŹDZIŃSKI,GNIAŹDZIŃSKA,grammar,PL,register,pesel,gnzdznsk
GNIBA,GNIBY,grammar,PL,register,pesel,gnb
GNIBBA,GNIBBY,grammar,PL,register,pesel,gnb
GNIBBY,GNIBBA,grammar,,,,gnb
GNIBY,GNIBA,grammar,,,,gnb
GNICA,GNICY,grammar,PL,register,pesel,gnc
GNICEWICZ,,,PL,register,pesel,gnsvc
GNICH,,,PL,register,pesel,gnc
GNICY,GNICA,grammar,,,,gnc
GNIDA,GNIDY,grammar,PL,register,pesel,gnd
GNIDA-GIERCZYŃSKA,GNIDA-GIERCZYŃSKI,grammar,PL,register,pesel,gndrcnsk
GNIDA-GIERCZYŃSKI,GNIDA-GIERCZYŃSKA,grammar,,,,gndrcnsk
GNIDEC,,,PL,register,pesel,gndc
GNIDIUK,,,PL,register,pesel,gndk
GNIDKA,,,PL,register,pesel,gndk
GNIDUŁA,GNIDUŁY,grammar,PL,register,pesel,gnd
GNIDUŁY,GNIDUŁA,grammar,,,,gnd
GNIDY,GNIDA,grammar,,,,gnd
GNIDZIEJKO,,,PL,register,pesel,gndzk
GNIDZIENKO,,,PL,register,pesel,gndznk
GNIDZIŃSKA,GNIDZIŃSKI,grammar,PL,register,pesel,gndznsk
GNIDZIŃSKI,GNIDZIŃSKA,grammar,PL,register,pesel,gndznsk
GNIECH,,,PL,register,pesel,gnc
GNIECIAK,,,PL,register,pesel,gnsk
GNIECIECKA,GNIECIECKI,grammar,PL,register,pesel,gnsk
GNIECIECKI,GNIECIECKA,grammar,PL,register,pesel,gnsk
GNIECIOSZEK,,,PL,register,pesel,gnssk
GNIECKA,GNIECKI,grammar,PL,register,pesel,gnk
GNIECKI,GNIECKA,grammar,PL,register,pesel,gnk
GNIEDIUK,,,PL,register,pesel,gndk
GNIEDY,,,PL,register,pesel,gnd
GNIEDZIEJKO,,,PL,register,pesel,gndzk
GNIEDZIŃSKA,GNIEDZIŃSKI,grammar,PL,register,pesel,gndznsk
GNIEDZIŃSKI,GNIEDZIŃSKA,grammar,PL,register,pesel,gndznsk
GNIEDZIUK,,,PL,register,pesel,gndzk
GNIEDZKO,,,PL,register,pesel,gndzk
GNIEFKOWSKA,GNIEFKOWSKI,grammar,PL,register,pesel,gnfkvsk
GNIEFKOWSKI,GNIEFKOWSKA,grammar,PL,register,pesel,gnfkvsk
GNIELCZYK,,,PL,register,pesel,gnlck
GNIELINSKA,GNIELINSKI,grammar,PL,register,pesel,gnlnsk
GNIELINSKA,GNIELIŃSKI,grammar,PL,register,pesel,gnlnsk
GNIELINSKI,GNIELINSKA,grammar,PL,register,pesel,gnlnsk
GNIELINSKI,GNIELIŃSKA,grammar,PL,register,pesel,gnlnsk
GNIELKA,GNIELKY,grammar,PL,register,pesel,gnlk
GNIELKY,GNIELKA,grammar,,,,gnlk
GNIEP,,,PL,register,pesel,gnp
GNIEŚKIW,,,PL,register,pesel,gnskv
GNIESZAWA-SŁODKOWSKA,GNIESZAWA-SŁODKOWSKI,grammar,PL,register,pesel,gnsvsdkv
GNIESZAWA-SŁODKOWSKI,GNIESZAWA-SŁODKOWSKA,grammar,PL,register,pesel,gnsvsdkv
GNIESŁAW,,,PL,register,pesel,gnsv
GNIETECKA,GNIETECKI,grammar,PL,register,pesel,gntk
GNIETECKI,GNIETECKA,grammar,PL,register,pesel,gntk
GNIETKO,,,PL,register,pesel,gntk
GNIEWA,GNIEWY,grammar,PL,register,pesel,gnv
GNIEWASZEWSKA,GNIEWASZEWSKI,grammar,PL,register,pesel,gnvsvsk
GNIEWASZEWSKI,GNIEWASZEWSKA,grammar,PL,register,pesel,gnvsvsk
GNIEWCZYŃSKA,GNIEWCZYŃSKI,grammar,PL,register,pesel,gnvcnsk
GNIEWCZYŃSKI,GNIEWCZYŃSKA,grammar,PL,register,pesel,gnvcnsk
GNIEWECKA,GNIEWECKI,grammar,PL,register,pesel,gnvk
GNIEWECKI,GNIEWECKA,grammar,PL,register,pesel,gnvk
GNIEWEK,,,PL,register,pesel,gnvk
GNIEWEK-WĘGRZYN,,,PL,register,pesel,gnvkvgrz
GNIEWIEWSKA,GNIEWIEWSKI,grammar,PL,register,pesel,gnvvsk
GNIEWIEWSKI,GNIEWIEWSKA,grammar,PL,register,pesel,gnvvsk
